ifmap_h,ifmap_w,kernel,c_in,f_out,arch_filter_count,arch_channel_count,valid,dram,weight,psum,ifmap,pe_util,latency,sim_time
128,128,1,4,2,32,18,PASS,98880,1728,65536,131072,0.015,16419000,2544
18,18,1,16,32,12,27,PASS,16524,2268,20736,20736,0.52,1018000,329
256,1,1,64,32,9,9,PASS,27168,5265,131072,81920,0.79,8249000,737
12,12,3,16,32,12,27,PASS,11336,11988,49280,9216,0.78,2812000,423
15,15,1,64,16,9,9,PASS,19296,2673,57600,43200,0.79,3641000,378
130,130,3,32,1,9,9,PASS,559776,5265,1081344,1081600,0.11,541396000,20887
38416,1,1,2,4,9,9,PASS,230577,243,307328,153664,0.099,38442000,4567
167,167,3,1,1,9,9,PASS,55195,243,82335,55778,0.12,28249000,1372
42436,1,1,8,16,9,9,PASS,1018626,405,1357952,1018464,0.79,84899000,18960
400,1,1,8,8,32,18,PASS,6976,1728,6400,6400,0.14,435000,202
361,1,1,1,32,9,9,PASS,12237,729,23104,1805,0.1,1473000,214
109,109,3,64,64,12,27,PASS,1535888,85860,33575744,5322688,0.85,1569846000,155787
14,14,3,128,128,32,18,PASS,190976,295488,2770944,125440,0.98,52780000,7427
1521,1,1,32,128,9,9,PASS,248220,9801,1557504,778752,0.84,91345000,7019
16,16,3,2,32,12,27,PASS,7756,2268,20608,2048,0.6,846000,271
85,85,3,16,2,12,27,PASS,131322,4212,183098,231200,0.15,43596000,4480
95,95,3,2,1,32,18,PASS,27275,1728,26319,36100,0.051,9241000,1228
9801,1,1,2,1,32,18,PASS,29979,1728,19602,39204,0.0046,9836000,1104
13,13,3,32,512,9,9,PASS,215104,295569,4747776,313664,1.0,326538000,11807
6889,1,1,128,1,9,9,PASS,889896,2511,206670,1763584,0.11,103375000,16743
20,20,1,8,512,9,9,PASS,212617,9315,409600,185600,0.89,22882000,3882
42849,1,1,8,2,32,18,PASS,429066,1728,171396,685584,0.028,42884000,9547
168,168,3,4,8,9,9,PASS,333668,729,2005280,225792,0.89,113288000,8552
20,20,3,64,64,32,18,PASS,83200,74304,1495296,76800,0.98,26296000,4390
1764,1,1,2,32,9,9,PASS,60300,729,112896,17640,0.2,7085000,1045
84,84,3,8,128,12,27,PASS,927812,21708,6150656,677376,0.85,233362000,35004
176,176,1,32,4,9,9,PASS,1115460,729,991232,1982464,0.4,123933000,21303
35,35,3,128,4,12,27,PASS,175088,28188,401676,313600,0.33,53191000,5681
122,122,1,64,8,12,27,PASS,1072620,2268,714432,1905152,0.52,44698000,19893
30,30,3,512,1,32,18,PASS,609040,295488,430864,921600,0.032,233036000,23533
31329,1,1,4,4,32,18,PASS,251208,1728,250632,250632,0.028,31364000,5844
44,44,1,64,2,9,9,PASS,128424,1377,61952,247808,0.2,15521000,2280
126,126,3,16,8,12,27,PASS,378968,4212,1622912,508032,0.58,95584000,13127
164,164,3,1,8,12,27,PASS,237172,972,635040,53792,0.23,27250000,5353
22,22,3,128,8,32,18,PASS,102016,74304,453760,123904,0.25,31676000,3751
19600,1,1,32,16,32,18,PASS,941952,2880,1254400,1254400,0.44,39236000,19140
28,28,3,16,128,32,18,PASS,117504,37440,1577472,62720,0.98,25480000,5163
223,223,3,4,1,12,27,PASS,248405,1620,245973,397832,0.06,99940000,9207
39601,1,1,2,2,9,9,PASS,158485,243,158404,158404,0.05,39627000,2938
103,103,3,1,4,12,27,PASS,51737,972,124028,21218,0.13,10841000,1439
39,39,1,512,32,9,9,PASS,845892,37017,5548608,3893760,0.89,347041000,23864
65,65,1,1,1,12,27,PASS,8774,972,8450,8450,0.0068,4269000,295
76,76,3,1,64,12,27,PASS,358184,4212,1070336,40432,0.29,34884000,7817
133,133,3,32,1,12,27,PASS,586773,7452,400467,1132096,0.082,194971000,20170
11025,1,1,16,32,9,9,PASS,529848,1377,1411200,882000,0.79,88233000,10641
324,1,1,4,16,9,9,PASS,6642,405,10368,3888,0.4,675000,145
1225,1,1,8,64,9,9,PASS,88848,1377,156800,88200,0.79,9833000,1571
3844,1,1,32,8,9,9,PASS,154084,729,246016,246016,0.79,15405000,2741
5041,1,1,2,2,9,9,PASS,20245,243,20164,20164,0.051,5067000,450
1296,1,1,1,256,12,27,PASS,340200,14580,663552,29808,0.036,28577000,7046
12996,1,1,3,16,9,9,PASS,247086,405,415872,116964,0.3,26019000,4148
203,203,3,4,8,12,27,PASS,488692,1620,1628904,329672,0.44,82860000,13333
56,56,3,256,4,12,27,PASS,842344,56052,2092176,1605632,0.33,270684000,29700
73,73,3,64,16,32,18,PASS,440144,37440,5388048,682112,0.49,171010000,25077
59,59,3,3,2,9,9,PASS,17184,567,46854,20886,0.23,10607000,545
90,90,1,3,8,12,27,PASS,89424,972,129600,48600,0.076,8144000,1714
125,125,3,2,8,12,27,PASS,152606,972,367032,62500,0.44,15901000,3518
157,157,1,2,1,9,9,PASS,74028,243,49298,98596,0.025,24675000,1509
1600,1,1,2,2,32,18,PASS,6976,1728,6400,6400,0.014,1635000,251
92,92,3,3,32,32,18,PASS,285744,2880,1319040,50784,0.73,17148000,6808
149,149,3,3,4,32,18,PASS,154191,2880,436884,133206,0.1,44736000,5829
59,59,3,32,32,9,9,PASS,225728,20817,6991392,556960,0.89,446982000,18230
158,158,3,1,1,12,27,PASS,49624,972,73632,49928,0.04,25306000,2053
58,58,3,128,2,9,9,PASS,447232,20817,1669248,861184,0.22,432004000,17496
143,143,1,1,1,12,27,PASS,41222,972,40898,40898,0.0039,20493000,1496
3969,1,1,4,16,32,18,PASS,79956,1728,127008,31752,0.11,4004000,1531
99,99,3,64,4,32,18,PASS,683332,37440,2496004,1254528,0.13,314166000,35996
72,72,3,2,2,12,27,PASS,20492,972,29960,20736,0.14,5354000,653
24,24,3,512,512,9,9,PASS,2906624,4727889,277071872,17104896,1.0,17101888000,621314
130,130,3,1,1,12,27,PASS,33608,972,49664,33800,0.042,17186000,1459
18,18,1,1,512,12,27,PASS,180144,28188,331776,14256,0.038,14018000,3351
80,80,3,128,1,12,27,PASS,839216,28188,542724,1638400,0.083,275806000,28248
31,31,3,4,256,32,18,PASS,228356,19008,1135872,34596,0.98,15614000,5843
57,57,3,2,64,32,18,PASS,201250,2880,594880,19494,0.98,6648000,3989
35,35,3,128,16,32,18,PASS,211088,74304,2382864,313600,0.49,79126000,11349
32,32,1,8,8,12,27,PASS,16708,972,16384,16384,0.21,1068000,321
65,65,1,4,8,12,27,PASS,51024,972,67600,33800,0.1,4269000,1018
199,199,3,4,2,12,27,PASS,236670,1620,391242,316808,0.12,79636000,8474
27,27,3,3,1,12,27,PASS,3136,972,1975,4374,0.15,809000,168
37,37,3,128,256,9,9,PASS,789504,601425,85182720,5256960,0.98,5118938000,196583
141,141,3,32,32,12,27,PASS,1265156,21708,14415968,2544768,0.85,656701000,76192
77,77,1,4,2,32,18,PASS,36150,1728,23716,47432,0.016,5964000,909
3481,1,1,64,128,12,27,PASS,679044,21708,2673408,2673408,0.75,114949000,18992
30,30,1,32,1,9,9,PASS,30024,729,7200,57600,0.1,3629000,610
69,69,3,128,1,9,9,PASS,624265,20817,1187977,1218816,0.11,610842000,23868
21,21,3,128,32,32,18,PASS,104864,74304,1645856,112896,0.98,28922000,5046
28,28,1,3,64,32,18,PASS,53680,2880,100352,7056,0.17,1604000,929
209,209,3,8,16,12,27,PASS,1036976,4212,4838832,1048344,0.58,262580000,36381
16900,1,1,3,4,12,27,PASS,118624,972,135200,101400,0.038,16944000,2523
15876,1,1,16,16,12,27,PASS,508680,1620,508032,762048,0.39,31797000,10349
121,121,1,3,32,9,9,PASS,512759,729,937024,219615,0.3,58593000,9388
13689,1,1,3,16,12,27,PASS,260739,1620,438048,123201,0.075,27423000,5264
361,1,1,4,32,9,9,PASS,13320,729,23104,7220,0.4,1473000,279
77,77,3,4,128,9,9,PASS,748576,9801,6633600,379456,0.95,356510000,24529
5929,1,1,2,128,9,9,PASS,771985,2511,1517824,189728,0.21,88975000,15139
69,69,3,1,64,32,18,PASS,293209,2880,879040,14283,0.49,9696000,6051
86,86,3,128,16,32,18,PASS,1096448,74304,14907648,1893376,0.49,474172000,68019
34,34,1,8,128,32,18,PASS,159520,5184,295936,46240,0.43,4662000,2771
36,36,1,16,512,12,27,PASS,698220,28188,1327104,912384,0.57,55814000,14816
2500,1,1,8,4,9,9,PASS,30081,243,20000,40000,0.4,2526000,493
11025,1,1,32,64,32,18,PASS,1060704,5184,2822400,1058400,0.87,44138000,22801
38416,1,1,2,2,9,9,PASS,153745,243,153664,153664,0.05,38442000,2994
114,114,3,8,1,32,18,PASS,118816,5184,114688,207936,0.035,52268000,5500
136,136,3,2,32,32,18,PASS,612160,1728,1740928,73984,0.98,18794000,12890
144,1,1,512,4,32,18,PASS,91008,33984,33408,147456,0.12,4239000,1523
26,26,3,512,4,12,27,PASS,403820,111132,855936,692224,0.33,117374000,12474
126,126,3,64,64,12,27,PASS,2042896,85860,44981248,7112448,0.85,2097220000,210290
24,24,3,128,256,9,9,PASS,498304,601425,34726912,2211840,0.98,2175296000,81999
38416,1,1,3,16,12,27,PASS,730552,1620,1229312,345744,0.074,76877000,15411
72,72,3,4,4,32,18,PASS,41488,2880,100240,41472,0.14,10548000,1440
153,153,3,16,4,9,9,PASS,467044,2673,3048388,749088,0.44,375026000,17850
120,120,3,3,2,9,9,PASS,71291,567,197768,86400,0.23,43486000,2121
27,27,3,8,32,12,27,PASS,28748,6156,149600,23328,0.78,6721000,1005
121,121,1,8,32,12,27,PASS,586612,2268,937024,468512,0.26,43969000,11374
84,84,1,3,128,32,18,PASS,926640,5184,1806336,105840,0.16,28262000,17608
172,172,1,1,8,9,9,PASS,266337,243,473344,59168,0.099,29610000,4806
22,22,3,2,32,32,18,PASS,14344,1728,40960,1936,0.98,554000,432
54,54,1,1,2,12,27,PASS,9072,972,11664,5832,0.012,2960000,268
88,88,3,16,4,9,9,PASS,154784,2673,998288,247808,0.45,124256000,5934
16,16,3,2,2,9,9,PASS,1066,405,2184,1024,0.27,580000,112
115,115,3,32,4,9,9,PASS,476868,5265,3377796,846400,0.44,423766000,19624
14,14,3,256,512,12,27,PASS,1322056,2396628,14868480,2207744,0.97,761832000,64346
17,17,1,32,1,9,9,PASS,9861,729,2312,18496,0.1,1185000,227
192,192,3,16,4,12,27,PASS,736168,4212,1895440,1179648,0.29,221644000,26041
14,14,3,3,1,9,9,PASS,975,567,1152,1176,0.15,662000,90
7396,1,1,64,1,32,18,PASS,483044,5184,59168,946688,0.028,29622000,9318
21,21,3,512,32,32,18,PASS,384800,295488,6548768,451584,0.98,115514000,19367
8281,1,1,3,32,9,9,PASS,290159,729,529984,124215,0.3,33153000,5280
172,172,3,1,1,12,27,PASS,58808,972,87380,59168,0.039,29954000,2336
12,12,3,8,2,32,18,PASS,3656,5184,2120,2304,0.1,656000,161
7569,1,1,1,16,9,9,PASS,128835,405,242208,22707,0.099,15165000,2291
26,26,3,32,16,12,27,PASS,37976,14580,228864,64896,0.64,15160000,1571
95,95,3,16,4,9,9,PASS,180292,2673,1165476,288800,0.45,144766000,7087
18,18,3,64,8,32,18,PASS,41216,37440,149504,41472,0.25,10740000,1316
43681,1,1,2,16,12,27,PASS,786906,1620,1397792,262086,0.05,87407000,17387
87,87,3,2,128,9,9,PASS,942368,4941,4711040,242208,0.95,227560000,23142
841,1,1,128,256,32,18,PASS,359808,74304,3444736,968832,0.87,53922000,11906
63,63,3,64,128,12,27,PASS,808712,157140,22120064,3048192,0.93,963060000,94550
46,46,3,256,2,12,27,PASS,573432,56052,700128,1083392,0.17,182944000,19414
4225,1,1,64,128,9,9,PASS,820920,19521,8652800,4326400,0.84,507145000,28853
99,99,3,16,32,12,27,PASS,463736,11988,3988640,627264,0.78,176812000,21540
12,12,1,16,512,12,27,PASS,89964,28188,147456,101376,0.57,6278000,1574
52,52,1,64,1,9,9,PASS,176408,1377,43264,346112,0.099,21665000,3060
189,189,3,8,16,12,27,PASS,847216,4212,3952432,857304,0.58,214780000,29742
56,56,3,3,256,12,27,PASS,763032,14580,2294784,216384,0.95,69340000,18553
110,110,3,1,16,12,27,PASS,199372,1620,566784,36300,0.22,24456000,4894
40,40,3,8,64,12,27,PASS,111048,11988,676096,89600,0.78,29076000,4068
106,106,3,16,2,9,9,PASS,202704,2673,727168,359552,0.22,180164000,7315
1089,1,1,16,1,32,18,PASS,19089,1728,2178,34848,0.038,1124000,419
23,23,3,512,2,9,9,PASS,313202,83025,990066,541696,0.22,276030000,11005
57,57,3,1,16,32,18,PASS,52225,1728,148720,6498,0.27,3389000,1261
45,45,3,256,256,9,9,PASS,1593088,1202769,254097664,15552000,0.98,15107946000,557849
100,1,1,16,2,9,9,PASS,1962,405,800,3200,0.22,227000,104
118,118,1,8,64,9,9,PASS,1003176,1377,1782272,1002528,0.79,111425000,18966
4356,1,1,128,4,9,9,PASS,576207,2511,522720,1115136,0.42,65380000,10422
140,140,3,3,2,9,9,PASS,97131,567,269928,117600,0.23,59126000,2883
117,117,3,2,64,32,18,PASS,874930,2880,2568640,82134,0.98,27648000,18193
13225,1,1,64,2,12,27,PASS,873822,2268,158700,1692800,0.13,39721000,15149
183,183,1,1,4,12,27,PASS,167769,972,267912,66978,0.013,33533000,3861
39,39,3,128,32,32,18,PASS,275360,74304,5954336,389376,0.98,98078000,18000
28,28,1,3,16,12,27,PASS,15544,1620,25088,7056,0.083,1613000,362
43,43,3,128,1,12,27,PASS,252285,28188,153299,473344,0.084,80039000,8071
89,89,1,3,1,32,18,PASS,32260,1728,15842,47526,0.0066,7956000,1164
29,29,3,3,512,32,18,PASS,394203,37440,1976832,42891,0.73,27306000,9938
25,25,3,256,512,32,18,PASS,1610496,2359872,75637248,2720000,0.98,1300546000,185857
17,17,1,1,32,9,9,PASS,9861,729,18496,1445,0.1,1185000,191
66,66,3,128,256,12,27,PASS,1912648,613332,94044160,12824064,0.95,4130384000,374635
64,64,3,8,128,32,18,PASS,534016,19008,4555264,163840,0.98,65840000,17761
188,188,3,2,8,12,27,PASS,347780,972,836256,141376,0.44,35746000,8128
54,54,3,2,8,12,27,PASS,27788,972,66560,11664,0.46,3050000,684
203,203,1,3,16,9,9,PASS,783133,405,1318688,370881,0.3,82445000,14766
205,205,3,8,2,12,27,PASS,419590,2268,581798,672400,0.15,126531000,13636
116,116,3,8,8,12,27,PASS,212588,2268,738720,215296,0.59,40646000,6558
118,118,3,4,8,32,18,PASS,164496,2880,545664,111392,0.25,28120000,5022
1681,1,1,2,32,12,27,PASS,58126,2268,107584,13448,0.069,5089000,1160
222,222,1,3,8,32,18,PASS,542700,1728,788544,295704,0.042,49319000,12168
115,115,1,2,32,12,27,PASS,450622,2268,846400,105800,0.066,39721000,8984
53,53,3,3,8,32,18,PASS,30387,2880,107304,16854,0.2,5760000,1016
62,62,3,16,2,12,27,PASS,70648,4212,96480,123008,0.15,23264000,2509
58,58,1,4,2,9,9,PASS,20265,243,13456,26912,0.1,3390000,377
168,168,1,4,2,9,9,PASS,169425,243,112896,225792,0.099,28250000,3134
167,167,3,4,2,9,9,PASS,166330,729,495330,223112,0.22,111946000,5383
31,31,3,128,256,12,27,PASS,644808,613332,20007680,2829184,0.95,918644000,80610
200,200,3,16,1,9,9,PASS,680500,2673,1306404,1280000,0.11,640576000,25400
19,19,3,2,4,9,9,PASS,2040,405,6324,1444,0.47,796000,136
106,106,3,3,4,9,9,PASS,77215,567,307840,67416,0.45,33966000,2268
203,203,1,16,8,9,9,PASS,989178,405,1318688,1318688,0.79,82445000,18612
6561,1,1,1,16,9,9,PASS,111699,405,209952,19683,0.099,13149000,2065
34,34,3,2,1,32,18,PASS,3912,1728,3200,4624,0.086,1250000,226
92,92,3,8,16,12,27,PASS,199256,4212,924480,203136,0.58,51044000,7265
110,110,3,32,4,12,27,PASS,437420,7452,1092096,774400,0.32,133446000,15483
23,23,3,32,2,12,27,PASS,21374,7452,22134,33856,0.17,5991000,699
83,83,1,16,8,9,9,PASS,165498,405,220448,220448,0.79,13805000,2834
153,153,3,2,4,9,9,PASS,138184,405,460852,93636,0.45,47160000,3510
27,27,3,2,64,9,9,PASS,42754,2673,212800,13122,0.89,11894000,1104
11,11,1,16,8,9,9,PASS,3066,405,3872,3872,0.8,269000,86
122,122,1,3,16,9,9,PASS,282958,405,476288,133956,0.3,29795000,5125
29,29,1,8,8,12,27,PASS,13780,972,13456,13456,0.21,885000,272
119,119,3,3,32,9,9,PASS,481503,2025,3111264,212415,0.89,170306000,14443
70,70,3,3,8,32,18,PASS,52844,2880,189312,29400,0.2,9976000,1652
42,42,3,32,32,12,27,PASS,118340,21708,1233920,225792,0.85,58642000,6703
223,223,1,8,16,32,18,PASS,1194072,1728,1591328,795664,0.22,49764000,23790
23,23,3,3,256,12,27,PASS,121611,14580,360192,36501,0.95,11920000,2790
64,64,3,3,128,9,9,PASS,507965,7371,3539456,196608,0.95,184914000,15040
13,13,3,2,2,32,18,PASS,1156,1728,814,676,0.19,221000,133
39601,1,1,2,8,9,9,PASS,396091,243,633616,158404,0.2,39627000,7054
39204,1,1,2,8,9,9,PASS,392121,243,627264,156816,0.2,39230000,7250
119,119,3,32,16,32,18,PASS,681392,19008,7347600,906304,0.49,226990000,35256
30,30,3,2,32,32,18,PASS,27464,1728,78848,3600,0.98,986000,663
144,144,3,8,32,12,27,PASS,814052,6156,4571264,663552,0.78,187018000,29581
192,192,3,2,8,32,18,PASS,363104,1728,872480,147456,0.26,37274000,9056
112,112,3,3,1,12,27,PASS,50056,972,36740,75264,0.099,12794000,1571
10000,1,1,2,8,9,9,PASS,100081,243,160000,40000,0.2,10026000,1884
71,71,3,32,16,9,9,PASS,242672,10449,5092752,483936,0.89,323422000,14730
25,25,3,4,256,32,18,PASS,147140,19008,724224,22500,0.98,10226000,3699
86,86,3,2,1,12,27,PASS,22172,972,21504,29584,0.077,7594000,779
216,216,3,2,4,32,18,PASS,277072,1728,552976,186624,0.13,47114000,8102
961,1,1,4,8,12,27,PASS,11856,972,15376,7688,0.11,1005000,286
25,25,1,64,2,32,18,PASS,43554,5184,10000,80000,0.06,2538000,858
12100,1,1,64,8,32,18,PASS,873504,5184,774400,1548800,0.22,48438000,18466
4356,1,1,16,2,32,18,PASS,78984,1728,17424,139392,0.058,4391000,1421
7056,1,1,1,8,9,9,PASS,63585,243,112896,14112,0.1,7082000,1131
42,42,1,512,128,32,18,PASS,1195776,134208,13095936,4515840,0.96,204774000,45413
18,18,3,2,1,32,18,PASS,1480,1728,832,1296,0.13,386000,125
37249,1,1,16,1,12,27,PASS,633557,972,74498,1191968,0.05,37293000,11853
100,1,1,256,8,9,9,PASS,28749,4779,46400,51200,0.87,2954000,464
189,189,1,4,2,32,18,PASS,214902,1728,142884,285768,0.014,35756000,5600
59,59,3,32,32,9,9,PASS,225728,20817,6991392,556960,0.89,446982000,19200
172,172,3,16,1,9,9,PASS,503540,2673,964580,946688,0.11,473864000,19060
123,123,3,16,4,9,9,PASS,301924,2673,1963588,484128,0.45,242486000,11119
1369,1,1,16,1,9,9,PASS,23435,405,5476,43808,0.1,2765000,411
47,47,3,3,512,32,18,PASS,1061859,37440,5368320,112659,0.73,71118000,28245
50,50,1,64,2,32,18,PASS,167304,5184,40000,320000,0.057,10038000,3104
126,126,3,1,4,12,27,PASS,77704,972,186496,31752,0.12,16154000,2053
42,42,3,32,32,32,18,PASS,116864,19008,1771520,112896,0.98,28484000,5753
58,58,3,64,16,12,27,PASS,279728,28836,2336768,645888,0.64,148588000,15055
183,183,3,16,1,9,9,PASS,569881,2673,1092697,1071648,0.11,536366000,21883
19600,1,1,2,1,12,27,PASS,59124,972,39200,78400,0.007,19644000,1612
14,14,3,4,2,9,9,PASS,1396,729,2976,1568,0.25,868000,102
140,140,1,8,16,9,9,PASS,470562,405,627200,470400,0.79,39227000,8543
62,62,1,4,1,9,9,PASS,19301,243,7688,30752,0.051,3870000,356
33124,1,1,16,2,32,18,PASS,596808,1728,132496,1059968,0.056,33159000,11563
102,102,3,8,1,12,27,PASS,94204,2268,71200,166464,0.08,31462000,3284
63,63,3,64,64,32,18,PASS,529024,74304,15979072,762048,0.98,254798000,43957
81,81,3,64,1,9,9,PASS,431329,10449,825313,839808,0.11,420722000,16136
2916,1,1,256,8,12,27,PASS,773064,6804,466560,1492992,0.62,29213000,14262
36,36,3,3,32,32,18,PASS,42032,2880,193664,7776,0.74,2700000,1053
68,68,3,16,128,9,9,PASS,650992,38961,18940416,1183744,0.95,1112312000,49190
14,14,3,3,256,12,27,PASS,44580,14580,122880,13524,0.96,4576000,1070
132,132,3,3,4,32,18,PASS,121024,2880,342160,104544,0.1,35148000,4579
132,132,3,16,1,12,27,PASS,297628,4212,222820,557568,0.076,104884000,10430
5625,1,1,32,64,9,9,PASS,542592,5265,2880000,1620000,0.79,180057000,13427
22,22,3,1,512,12,27,PASS,219216,28188,655360,21296,0.33,21302000,4957
80,80,1,32,4,12,27,PASS,231048,1620,102400,409600,0.2,12845000,4166
105,105,3,16,16,12,27,PASS,350032,8100,2246224,529200,0.58,132646000,15388
5476,1,1,16,4,12,27,PASS,109844,972,43808,175232,0.2,5520000,1912
169,1,1,32,256,12,27,PASS,62928,28836,173056,124384,0.57,7523000,1173
12100,1,1,2,1,12,27,PASS,36624,972,24200,48400,0.0075,12144000,1016
135,135,3,3,8,9,9,PASS,196430,567,1003352,109350,0.89,54991000,5000
138,138,1,4,32,9,9,PASS,685908,729,1218816,380880,0.4,76205000,12856
23,23,1,1,16,32,18,PASS,9569,1728,16928,1058,0.048,564000,223
97,97,3,32,2,32,18,PASS,328354,19008,607810,602176,0.064,150914000,16683
47,47,3,4,2,32,18,PASS,14038,2880,20970,17672,0.082,4548000,624
217,217,3,3,2,9,9,PASS,233960,567,652310,282534,0.22,141747000,7489
212,212,1,8,4,32,18,PASS,539904,1728,359552,719104,0.056,44979000,11370
74,74,3,32,32,32,18,PASS,350336,19008,5621760,350464,0.98,87940000,17969
184,184,3,8,4,12,27,PASS,404316,2268,936208,541696,0.3,101982000,12891
25281,1,1,16,16,32,18,PASS,809568,1728,808992,808992,0.44,25316000,14901
44,44,1,64,32,9,9,PASS,188448,5265,991232,619520,0.79,62009000,4606
1089,1,1,256,128,9,9,PASS,453411,70551,8084736,4460544,0.93,474175000,22096
12,12,3,8,256,12,27,PASS,48136,43092,209920,26496,0.85,10204000,1398
39,39,3,64,2,12,27,PASS,107210,14580,129722,194688,0.16,33776000,3655
147,147,3,32,4,12,27,PASS,779152,7452,1959820,1382976,0.32,238119000,28501
576,1,1,512,1,12,27,PASS,301644,12636,21888,589824,0.084,11006000,5113
28,28,3,16,1,12,27,PASS,15164,4212,9412,25088,0.085,4836000,513
98,98,1,2,1,32,18,PASS,29388,1728,19208,38416,0.0046,9639000,1118
4761,1,1,3,128,32,18,PASS,625995,5184,1218816,71415,0.16,19082000,11843
225,1,1,128,32,12,27,PASS,40860,10044,72000,115200,0.83,3433000,781
39601,1,1,2,4,32,18,PASS,238182,1728,316808,158404,0.014,39636000,6279
3481,1,1,1,64,12,27,PASS,228209,4212,445568,24367,0.034,20935000,4660
361,1,1,512,1,12,27,PASS,191349,12636,13718,369664,0.085,6921000,3144
1089,1,1,32,2,9,9,PASS,37350,729,17424,69696,0.2,4385000,691
49,49,3,4,4,9,9,PASS,18764,729,82532,19208,0.45,9758000,605
60,60,3,64,16,12,27,PASS,298480,28836,2503744,691200,0.64,158976000,16442
178,178,3,32,2,9,9,PASS,1078432,5265,4071936,2027776,0.22,1014580000,43559
108,108,1,1,32,12,27,PASS,385884,2268,746496,46656,0.033,35038000,8153
82,82,3,128,32,12,27,PASS,1107268,83916,18257920,3442688,0.87,868866000,88840
2916,1,1,8,16,9,9,PASS,70146,405,93312,69984,0.79,5859000,1153
103,103,3,2,32,32,18,PASS,348226,1728,992224,42436,0.98,10841000,7108
104,104,3,1,8,9,9,PASS,94129,243,252960,21632,0.89,11050000,1759
12100,1,1,2,8,9,9,PASS,121081,243,193600,48400,0.2,12126000,2121
135,135,3,3,8,9,9,PASS,196430,567,1003352,109350,0.89,54991000,4849
32400,1,1,8,8,32,18,PASS,518976,1728,518400,518400,0.11,32435000,10671
10201,1,1,8,16,32,18,PASS,245400,1728,326432,163216,0.22,10236000,4823
46,46,3,2,8,9,9,PASS,19882,405,80256,8464,0.89,4360000,432
116,116,1,1,32,9,9,PASS,444372,729,861184,67280,0.099,53853000,8453
34,34,1,16,4,12,27,PASS,23444,972,9248,36992,0.21,1200000,439
50176,1,1,1,16,12,27,PASS,853640,1620,1605632,150528,0.025,100397000,18518
68,68,1,4,2,9,9,PASS,27825,243,18496,36992,0.1,4650000,500
69,69,3,2,16,32,18,PASS,81922,1728,219760,19044,0.51,4925000,2056
15376,1,1,64,2,12,27,PASS,1015788,2268,184512,1968128,0.13,46174000,19144
19600,1,1,8,8,12,27,PASS,313924,972,313600,313600,0.2,19644000,5911
150,150,1,2,4,12,27,PASS,135324,972,180000,90000,0.025,22544000,2999
148,148,3,1,16,32,18,PASS,363536,1728,1032512,43808,0.25,22226000,8009
13225,1,1,8,1,32,18,PASS,119601,1728,26450,211600,0.015,13260000,2608
95,95,3,8,4,12,27,PASS,107768,2268,246636,144400,0.3,27311000,3485
107,107,3,8,64,9,9,PASS,802376,10449,12210240,824328,0.89,733606000,38748
103,103,3,2,1,32,18,PASS,31995,1728,31007,42436,0.05,10841000,1310
63,63,3,1,32,32,18,PASS,123617,1728,365024,7938,0.5,4121000,2731
59,59,3,1,256,9,9,PASS,837574,4779,2553600,104430,0.98,101373000,17392
191,191,3,16,1,12,27,PASS,621361,4212,468909,1167392,0.076,219344000,22822
89,89,1,64,2,32,18,PASS,525090,5184,126736,1013888,0.056,31722000,10249
148,148,3,8,2,12,27,PASS,218836,2268,301928,350464,0.15,66054000,7560
14400,1,1,4,16,12,27,PASS,288648,1620,460800,172800,0.099,28845000,5784
72,72,1,1,16,12,27,PASS,88776,1620,165888,15552,0.026,10413000,1835
144,144,3,3,32,32,18,PASS,708608,2880,3262592,124416,0.73,41796000,17406
37249,1,1,2,4,32,18,PASS,224070,1728,297992,148996,0.014,37284000,5665
24,24,1,128,32,32,18,PASS,96768,9792,294912,147456,0.87,4650000,1931
42849,1,1,1,4,12,27,PASS,214569,972,342792,85698,0.013,42893000,5030
113,113,3,8,1,9,9,PASS,115121,1377,213009,204304,0.11,102474000,3908
21,21,3,2,64,9,9,PASS,25282,2673,125248,7938,0.89,7274000,655
189,189,3,3,1,32,18,PASS,143284,2880,176341,214326,0.029,71856000,7032
6724,1,1,128,8,32,18,PASS,919072,9792,860672,1721344,0.22,53834000,18500
4356,1,1,64,64,32,18,PASS,562176,9792,2230272,836352,0.87,34890000,13042
59,59,1,64,128,32,18,PASS,677568,19008,3564544,1113920,0.87,55746000,17454
75,75,1,64,32,32,18,PASS,542304,5184,1440000,720000,0.87,22538000,10659
205,205,3,16,2,9,9,PASS,756114,2673,2745778,1344800,0.22,672986000,27772
115,115,1,3,2,32,18,PASS,66701,1728,52900,79350,0.011,13260000,1775
120,120,3,1,64,12,27,PASS,907480,4212,2703616,100800,0.29,86716000,21173
100,1,1,8,2,32,18,PASS,1576,1728,400,1600,0.12,135000,99
139,139,3,8,16,12,27,PASS,456816,4212,2128432,463704,0.58,116280000,15357
59,59,1,4,32,32,18,PASS,125892,1728,222784,27848,0.22,3516000,2287
21,21,3,16,64,9,9,PASS,40528,20817,840256,63504,0.89,57786000,2406
147,147,3,3,4,32,18,PASS,150079,2880,425140,129654,0.1,43548000,5548
5625,1,1,3,64,12,27,PASS,378819,4212,720000,118125,0.099,33799000,7740
24649,1,1,4,4,9,9,PASS,197273,243,197192,197192,0.2,24675000,3560
38416,1,1,2,1,12,27,PASS,115572,972,76832,153664,0.0066,38460000,3068
